ags,strasse,ort,hnr,wahlbezirk_nr,wahlbezirk_name,wahlraum_name,wahlraum_addresse,wahlraum_addresse2,wahlbehoerde,hausnummer_start,hausnummer_ende,note
3358024,Dürerring,Walsrode,[1 - 138],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,138,
3358024,Düshorner Landstraße,Walsrode,[0 - 1],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,0,1,
3358024,Düsterweg,Walsrode OT Düshorn,[1 - 4],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Ebbingen,Walsrode OT Ebbingen,[1 - 112],123,0123 Ebbingen,123 - Ebbingen,Ebbingen 33,29664 Walsrode,Stadt Walsrode,1,112,
3358024,Ebbinger Straße,Walsrode,[1 - 3],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,3,
3358024,Eibenweg,Walsrode,[1 - 6],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Eichendorffstraße,Walsrode OT Benefeld,[1 - 15],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,15,
3358024,Eichenkamp,Walsrode OT Honerdingen,[1 - 2],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,2,
3358024,Eichenstraße,Walsrode,[1 - 62],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,62,
3358024,Eickhof,Walsrode OT Ahrsen,[1 - 2 A],137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,2,
3358024,Eisenweg,Walsrode OT Honerdingen,[1 - 4],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Elferdinger Straße,Walsrode OT Uetzingen,[1 - 21 A],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,21,
3358024,Elisabeth-Selbert-Straße,Walsrode,[1 - 14],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,14,
3358024,Ellinghausen,Walsrode OT Düshorn,[1 - 12],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Ellinghäuser Straße,Walsrode OT Düshorn,[1 - 15],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,15,
3358024,Erlenring,Walsrode OT Bomlitz,[1 - 31],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,31,
3358024,Erlenweg,Walsrode,[2 - 17],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,2,17,
3358024,Ernst-August-Straße,Walsrode,[0 S - 22],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,0,22,
3358024,Ernst-Moritz-Arndt-Straße,Walsrode,[2 - 18],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,18,
3358024,Eschenring,Walsrode,[1 - 45],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,45,
3358024,Fallingbosteler Straße,Walsrode OT Bomlitz,[1 - 72],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,72,
3358024,Fallingbosteler Straße,Walsrode OT Düshorn,[1 - 26],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,26,
3358024,Fasanenweg,Walsrode OT Borg,[2 - 9],135,0135 Borg-Cordingen,135 - Borg-Cordingen,Borger Straße 30,29699 Walsrode,Stadt Walsrode,2,9,
3358024,Feldchaussee,Walsrode OT Bomlitz,[4 - 18],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,4,18,
3358024,Feldstraße,Walsrode OT Benefeld,[1 - 12],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,12,
3358024,Fichtenring,Walsrode OT Bomlitz,[1 - 39],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,39,
3358024,Fichtenweg,Walsrode,[1 - 10],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,10,
3358024,Finkenweg,Walsrode OT Bomlitz,[1 - 6],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,6,
3358024,Finkenweg,Walsrode OT Düshorn,[1 - 6],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Flachsacker,Walsrode OT Bomlitz,[1 - 6],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,6,
3358024,Flachsröten,Walsrode,[1 - 10],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,10,
3358024,Fliederweg,Walsrode,[1 - 27],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Flötenkamp,Walsrode,[1 - 47],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,47,
3358024,Föhrenring,Walsrode OT Bomlitz,[1 - 49],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,49,
3358024,Frauenring,Walsrode,[1 - 19],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,19,
3358024,Freudenthalstraße,Walsrode,[3 - 59],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,3,59,
3358024,Freudenthalstraße,Walsrode OT Benefeld,[1 - 10],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,10,
3358024,Friedhofsweg,Walsrode OT Bomlitz,[2 - 22] gerade,132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,2,22,gerade
3358024,Friedrich-Bolloni-Ring,Walsrode,[1 - 18],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,18,
3358024,Fritz-Reuter-Straße,Walsrode,[2 - 53],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,53,
3358024,Fuhrenkamp,Walsrode OT Bomlitz,[1 - 19],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,19,
3358024,Fuhrenkamp,Walsrode OT Düshorn,[1 - 60],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,60,
3358024,Fulde,Walsrode OT Fulde,[1 - 73],119,0119 Fulde,119 - Fulde,Fulde 57,29664 Walsrode,Stadt Walsrode,1,73,
3358024,Gartenhof,Walsrode,[2 - 10] gerade,102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,2,10,gerade
3358024,Gartenstraße,Walsrode OT Benefeld,[1 - 6],134,0134 Benefeld West,134 - Benefeld West,Niedersachsenplatz 1,29699 Walsrode,Stadt Walsrode,1,6,
3358024,Geibelstraße,Walsrode,[1 - 101],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,101,
3358024,Gerbergasse,Walsrode,[1 - 2],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,2,
3358024,Gernröder Straße,Walsrode,[1 A - 26],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,26,
3358024,Geschwister-Scholl-Straße,Walsrode,[1 - 10],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,10,
3358024,Ginsterweg,Walsrode,[1 - 12],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Gläsersdorfer Straße,Walsrode OT Bomlitz,[1 - 11],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,11,
3358024,Glockenblumenweg,Walsrode,[1 - 17],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,17,
3358024,Gneisenaustraße,Walsrode,[1 - 27],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Goethestraße,Walsrode OT Benefeld,[1 - 11],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,11,
3358024,Goldweg,Walsrode OT Honerdingen,[1 - 10],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,10,
3358024,Goosmannstraße,Walsrode,[1 - 12],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Gorch-Fock-Straße,Walsrode,[1 - 30],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,30,
3358024,Gottlieb-Daimler-Straße,Walsrode,[1 - 17],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,17,
3358024,Graesbecker Weg,Walsrode,[2 - 75],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,2,75,
3358024,Graudenzer Straße,Walsrode,[1 - 23],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,23,
3358024,Graudenzer Straße,Walsrode OT Bomlitz,[1 - 7],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,7,
3358024,Grenzweg,Walsrode OT Borg,[1 - 32],135,0135 Borg-Cordingen,135 - Borg-Cordingen,Borger Straße 30,29699 Walsrode,Stadt Walsrode,1,32,
3358024,Grewenkamp,Walsrode OT Düshorn,[1 - 11],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,11,
3358024,Groß Eilstorf,Walsrode OT Groß Eilstorf,[3 - 98],112,0112 Groß Eilstorf,112 - Groß Eilstorf,Groß Eilstorf 82,29664 Walsrode,Stadt Walsrode,3,98,
3358024,Große Schneede,Walsrode OT Benzen,[1 - 24],126,0126 Benzen,126 - Benzen,Benzen 82,29664 Walsrode,Stadt Walsrode,1,24,
3358024,Großer Graben,Walsrode,[1 - 27],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,27,
3358024,Großer Kamp,Walsrode OT Jarlingen,[1 - 45],137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,45,
3358024,Grüner Weg,Walsrode OT Honerdingen,[36 - 102],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,36,102,
3358024,Grünstraße,Walsrode,[1 - 28],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,28,
3358024,Grütterstraße,Walsrode,[1 - 24],118,0118 Gymnasium,118 - Gymnasium,Sunderstr. 19,29664 Walsrode,Stadt Walsrode,1,24,
3358024,Gut Graesbeck,Walsrode,[0 - 999 X],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,0,999,
3358024,Gut Hilperdingen,Walsrode,[1 - 999 X] ungerade,116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,999,ungerade
3358024,Haberskamp,Walsrode,[1 - 13],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Hamwiede,Walsrode OT Hamwiede,[1 - 114],104,0104 Hamwiede,104 - Hamwiede,Hamwiede 52,29664 Walsrode,Stadt Walsrode,1,114,
3358024,Hangweg,Walsrode,[1 - 12],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Hangweg,Walsrode OT Uetzingen,[1 - 32],136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,32,
3358024,Hannoversche Straße,Walsrode,[1 - 70],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,70,
3358024,Hanns-Hoerbiger-Straße,Walsrode,[1 - 11],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,11,
3358024,Hans-Böckler-Straße,Walsrode OT Bomlitz,[1 - 49],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,49,
3358024,Hasberg,Walsrode OT Kroge,[1 - 53 A],138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,1,53,
3358024,Haydnstraße,Walsrode,[1 - 35],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,35,
3358024,Heckenbergs Kamp,Walsrode,[2 - 8],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,2,8,
3358024,Hedwig-Dohm-Straße,Walsrode,[1 - 6],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,6,
3358024,Heinestraße,Walsrode,[1 - 29],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,29,
3358024,Heinrich-Heine-Straße,Walsrode OT Benefeld,[2 - 11],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,2,11,
3358024,Heinrich-Hertz-Straße,Walsrode,[1 - 13],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,13,
3358024,Heinsweg,Walsrode OT Jarlingen,[1 - 1 A] ungerade,137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,1,ungerade
3358024,Hellberger Weg,Walsrode OT Düshorn,[1 - 4],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Helmsen,Walsrode OT Vethem,[1 - 4],105,0105 Vethem,105 - Vethem,Vethem 57,29664 Walsrode,Stadt Walsrode,1,4,
3358024,Helmser Kirchweg,Walsrode,[1 - 12],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Hermann-Löns-Straße,Walsrode,[1 - 23],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,23,
3358024,Hermann-Löns-Straße,Walsrode OT Benefeld,[1 - 18 A],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,18,
3358024,Hermine-Overbeck-Rohte-Ring,Walsrode,[1 - 22],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,22,
3358024,Hesternworth,Walsrode OT Düshorn,[1 - 8],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Hibbinger Straße,Walsrode,[1 - 23],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,23,
3358024,Hillenrieth,Walsrode OT Bomlitz,[1 - 12],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,12,
3358024,Hilperdinger Weg,Walsrode,[1 - 53 A],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,53,
3358024,Hindenburgplatz,Walsrode OT Bomlitz,[1 - 15 A],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,15,
3358024,Hinrichsweg,Walsrode,[2 - 8] gerade,115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,2,8,gerade
3358024,Hinter dem Friedhof,Walsrode,[2 - 6] gerade,103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,2,6,gerade
3358024,Hinter den Höfen,Walsrode,[2 - 13],116,"0116 Alte Schule Vorbrück, Wahlraum 1","116 - Alte Schule Vorbrück, Wahlraum 1",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,2,13,
3358024,Hinter Lodemanns Garten,Walsrode,[1 - 61],115,"0115 Kulturzentrum ""mittendrin""","115 - Kulturzentrum ""mittendrin""",Moorstraße 89,29664 Walsrode,Stadt Walsrode,1,61,
3358024,Hinter Meikens Scheune,Walsrode OT Düshorn,[1 - 8],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,8,
3358024,Hinterm Felde,Walsrode OT Uetzingen,1,136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,1,
3358024,Hodenhagener Straße,Walsrode OT Düshorn,[1 - 7],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,7,
3358024,Hof Meinerdingen,Walsrode OT Honerdingen,[1 - 13] ungerade,125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,13,ungerade
3358024,Holbeinstraße,Walsrode,[1 - 9] ungerade,117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,9,ungerade
3358024,Hollige,Walsrode OT Hollige,[1 - 69],108,0108 Hollige,108 - Hollige,Hollige 22 A,29664 Walsrode,Stadt Walsrode,1,69,
3358024,Holunderstraße,Walsrode OT Bomlitz,[1 - 21],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,21,
3358024,Holunderweg,Walsrode,[1 - 42],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,42,
3358024,Home24-Straße,Walsrode OT Benzen,1,126,0126 Benzen,126 - Benzen,Benzen 82,29664 Walsrode,Stadt Walsrode,1,1,
3358024,Honerdingen,Walsrode OT Honerdingen,[8 A - 125],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,8,125,
3358024,Horstheide,Walsrode,[1 - 23] ungerade,103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,23,ungerade
3358024,Horststraße,Walsrode,[1 - 45],114,0114 Grundschule am Markt,114 - Grundschule am Markt,Marktstraße 11,29664 Walsrode,Stadt Walsrode,1,45,
3358024,Horststraße,Walsrode OT Bomlitz,[1 - 23],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,23,
3358024,Hülsenbrook,Walsrode OT Bomlitz,[1 - 17],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,17,
3358024,Hünzingen,Walsrode OT Hünzingen,[1 - 153],124,0124 Hünzingen,124 - Hünzingen,Hünzingen 3,29664 Walsrode,Stadt Walsrode,1,153,
3358024,Idinger Weg,Walsrode OT Uetzingen,[1 - 7] ungerade,136,0136 Uetzingen,136 - Uetzingen,Walsroder Straße 110,29699 Walsrode,Stadt Walsrode,1,7,ungerade
3358024,Idsingen,Walsrode OT Idsingen,[1 - 36],120,0120 Idsingen,120 - Idsingen,Idsingen 31,29664 Walsrode,Stadt Walsrode,1,36,
3358024,Ilexweg,Walsrode,[1 - 12],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,12,
3358024,Im Fliederwinkel,Walsrode OT Bomlitz,[1 - 11],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,11,
3358024,Im Hagen,Walsrode OT Benefeld,[1 - 80],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,80,
3358024,Im Hegebusch,Walsrode OT Benefeld,[1 - 25],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,25,
3358024,Im Kleinen Moore,Walsrode OT Honerdingen,[21 - 23],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,21,23,
3358024,Im Löverschen,Walsrode OT Ahrsen,[1 - 8],137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,8,
3358024,Im Löverschen,Walsrode OT Bommelsen,[10 - 12] gerade,138,0138 Bommelsen-Kroge,138 - Bommelsen-Kroge,Bosselsmoor 10,29699 Walsrode,Stadt Walsrode,10,12,gerade
3358024,Im Moore,Walsrode,[1 - 44],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,44,
3358024,Im Sandgarten,Walsrode,[1 - 21],103,0103 Grundschule Süd,103 - Grundschule Süd,Prager Straße 2,29664 Walsrode,Stadt Walsrode,1,21,
3358024,Im Schlage,Walsrode OT Honerdingen,[1 - 26],125,0125 Honerdingen,125 - Honerdingen,Dorfallee 55,29664 Walsrode,Stadt Walsrode,1,26,
3358024,Im Wiesengrund,Walsrode OT Düshorn,[1 - 9],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,9,
3358024,In der Barckheide,Walsrode OT Bomlitz,[2 - 59],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,2,59,
3358024,Joh.-Seb.-Bach-Straße,Walsrode OT Benefeld,[1 - 12],133,0133 Benefeld Ost,133 - Benefeld Ost,Cordinger Straße 39,29699 Walsrode,Stadt Walsrode,1,12,
3358024,Kammererstraße,Walsrode,[1 - 28],101,"0101 Hans-Brüggemann-Schule, Wahlraum 1","101 - Hans-Brüggemann-Schule, Wahlraum 1",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,1,28,
3358024,Kapellenkamp,Walsrode OT Düshorn,[1 - 35],127,0127 Düshorn,127 - Düshorn,Auf dem Kamp 8,29664 Walsrode,Stadt Walsrode,1,35,
3358024,Kastanienweg,Walsrode,[2 - 16],102,"0102 Hans-Brüggemann-Schule, Wahlraum 2","102 - Hans-Brüggemann-Schule, Wahlraum 2",Brüggemannstraße 8,29664 Walsrode,Stadt Walsrode,2,16,
3358024,Kastanienweg,Walsrode OT Bomlitz,[1 - 8],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,8,
3358024,Käthe-Kollwitz-Straße,Walsrode,[1 - 22],117,"0117 Alte Schule Vorbrück, Wahlraum 2","117 - Alte Schule Vorbrück, Wahlraum 2",Quintusstraße 35,29664 Walsrode,Stadt Walsrode,1,22,
3358024,Käthe-Kollwitz-Weg,Walsrode OT Bomlitz,[1 - 19],132,0132 Bomlitz West,132 - Bomlitz West,Papiermacherkamp 27,29699 Walsrode,Stadt Walsrode,1,19,
3358024,Kepicer Weg,Walsrode OT Bomlitz,[1 - 16],131,0131 Bomlitz Ost,131 - Bomlitz Ost,August-Wolff-Straße 3,29699 Walsrode,Stadt Walsrode,1,16,
3358024,Kettenburger Weg,Walsrode OT Jarlingen,[1 - 12],137,0137 Ahrsen-Jarlingen,137 - Ahrsen-Jarlingen,Kettenburger Weg 2 A,29699 Walsrode,Stadt Walsrode,1,12,
